geometry,addr:postcode,amenity,healthcare,healthcare:speciality,name,name:en,name:etymology:wikidata,name:ta,operator,wikidata,wikipedia,addr:district,addr:full,addr:state,operator:type,source,website,addr:subdistrict,email,operator:wikidata,operator:wikipedia,addr:block,addr:city,check_date,wikimedia_commons,addr:street,phone,wheelchair,opening_hours,addr:housenumber,designation,addr:interpolation,emergency,addr:housename,addr:neighbourhood,addr:suburb,note,is_in,description,internet_access,contact:phone,payment:cash,payment:credit_cards,payment:debit_cards,alt_name,start_date,whatsapp,speciality,image,mobile,payment:google_pay,payment:insurance,contact:mobile,name:hi,name:ml,building,official_name,operator:short,landuse,short_name,name:tn,fax,building:levels,comment,contact:email,type
POINT (80.204702 13.051996),600094,hospital,hospital,,Shali Day & Night Hospital,,,,,,,Chennai,"Vadapalani, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.243818 13.051051),600017,hospital,hospital,,Koncept Hospitals,,,,,,,Chennai,,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2076585 13.0520108),600026,hospital,hospital,,Diawin Multi Speciality Siddha Hospital,,,,,,,Chennai,"Vadapalani, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2477343 13.0554543),600034,hospital,hospital,,G G Hospital,,,,,,,Chennai,"Tirumurthy Nagar, Nungambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2434943 13.0616711),600034,hospital,hospital,,K R S Hospitals,,,,,,,Chennai,"Tirumurthy Nagar, Nungambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.243704 13.0616367),600034,hospital,hospital,,Sterling Hospitals,,,,,,,Chennai,"Seetha Nagar, Nungambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1939117 13.0516365),600093,hospital,hospital,,Lily Shantha Hospital,,,,,,,Chennai,"Swarnambigai Nagar, Virugambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2459459 13.0594426),600034,hospital,hospital,,Dr. Maibbar Hospital,,,,,,,Chennai,"Tirumurthy Nagar, Nungambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1991968 13.0539266),600093,hospital,hospital,,Swastik Hospital,,,,,,,Chennai,"Annamalai Colony, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1899425 13.0526943),600092,hospital,hospital,,Standard Hospital,,,,,,,Chennai,"Virugambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.191781 13.0527721),600092,hospital,hospital,,MM Hospital,,,,,,,Chennai,"Virugambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2031882 13.0514652),600113,hospital,hospital,,Arun Hospital,,,,,,,Chennai,"Bharathi Nagar, Taramani, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1989274 13.0538214),600093,hospital,hospital,,Krishna Geetham Vaidyasala,,,,,,,Chennai,"Virugambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2522439 13.0802093),600084,hospital,hospital,,Agm Hospital,,,,,,,Chennai,Chennai,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2416011 13.0886474),600010,hospital,hospital,,Dr. Sambandam Eye Hospital,,,,,,,Chennai,"Sanyasipuram, Kilpauk, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2709938 13.0828855),600003,hospital,hospital,,Sugumar Hospital,,,,,,,Chennai,,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2418555 13.0888843),600010,hospital,hospital,,Ranjith Hospital,,,,,,,Chennai,"Kilpauk, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2421491 13.0704319),600031,hospital,hospital,,Mythili Hospitals,,,,,,,Chennai,"Chetpet, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2537976 13.0746638),600008,hospital,hospital,,Santosham Chest Hospital,,,,,,,Chennai,"Egmore, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2622655 13.0715459),600002,hospital,hospital,,Tune 32 Hospital,,,,,,,Chennai,"Komaleeswaranpet, Egmore, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2450769 13.0771575),600031,hospital,hospital,,Pandalai Hospital,,,,,,,Chennai,"Chetpet, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2540859 13.0786423),600084,hospital,hospital,,Centre For Gastro Esophageal Disorders,,,,,,,Chennai,Chennai,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2340062 13.0807479),600010,hospital,hospital,,Be Well Hospital,,,,,,,Chennai,"Kilpauk, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2506114 13.0812406),600084,hospital,hospital,,Puttur Kattu Hospital,,,,,,,Chennai,"Purasaiwakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2669979 13.0849581),600003,hospital,hospital,,An-Noor Eye Hospital,,,,,,,Chennai,"Periyamet, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2473996 13.0793874),600031,hospital,hospital,,Herbzalive Ayurveda Hospital,,,,,,,Chennai,"Kilpauk, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2705905 13.0826737),600003,hospital,hospital,,Meta Hospital,,,,,,,Chennai,Chennai,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2268354 13.0737332),600029,hospital,hospital,,Dr. H. Yogish Hospital,,,,,,,Chennai,"Shenoy Nagar, Aminjikarai, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2625981 13.0713435),600008,hospital,hospital,,Neuro Hospital,,,,,,,Chennai,"Egmore, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.234299 13.0833684),600010,hospital,hospital,,Murugan Hospitals,,,,,,,Chennai,"Kilpauk, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2520834 13.0811868),600084,hospital,hospital,,Amrit Hospital,,,,,,,Chennai,"Purasaiwakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.260048 13.071832),600008,hospital,hospital,,Mercury Hospital,,,,,,,Chennai,"Egmore, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2699983 13.0850158),600007,hospital,hospital,,Naz Unani Hospital,,,,,,,Chennai,"Poongavanapuram, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2694819 13.0761303),641301,hospital,hospital,,S.K. Selvam Hospital,,,,,,,Chennai,"Chintadripet, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2710331 13.0825738),600003,hospital,hospital,,Apollo Hospital,,,,,,,Chennai,"Periyamet, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2553965 13.0813334),600084,hospital,hospital,,Kola Saraswathi Agarwal Samaj Health Centre,,,,,,,Chennai,"Purasaiwakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2454945 13.0844036),600010,hospital,hospital,,Demo Hospital,,,,,,,Chennai,"Kilpauk, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2290477 13.0793157),600030,hospital,hospital,,Gremaltes Hospital,,,,,,,Chennai,"Venkatasamy Nagar, Shenoy Nagar, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2333756 13.0814203),600030,hospital,hospital,,Srl Hospital,,,,,,,Chennai,"Thandavaraya, Kilpauk, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2620778 13.0811497),600007,hospital,hospital,,Periyar Maniammai Hospital,,,,,,,Chennai,"Vepery, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.267569 13.074301),600002,hospital,hospital,,Red Cross Hospital,,,,,,,Chennai,"Chintadripet, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2339377 13.0768584),600031,hospital,hospital,,Ponmalligai Hospitals,,,,,,,Chennai,"Alagappa Nagar, Adambakkam, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2236766 13.1216771),600082,hospital,hospital,,V S Hospital,,,,,,,Chennai,"Santhi Nagar, Kolathur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2454243 13.1160443),600039,hospital,hospital,,Iyyappa Multi Speciality Hospitals,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2394367 13.113594),600011,hospital,hospital,,GK Hospital,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2457851 13.1155627),600039,hospital,hospital,,Dr. Kleela Hospital,,,,,,,Chennai,"Chinnaiyan Colony, Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2172747 13.1297562),600099,hospital,hospital,,Bluemed Healthcare,,,,,,,Chennai,Kolathur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2243993 13.1204837),600082,hospital,hospital,,St. Joseph Cluny Hospital,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,2024-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2418486 13.1102652),600011,hospital,hospital,,Dr. A C Aruldas Hospital,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.216941 13.1300779),600099,hospital,hospital,,Bharathiraja Hospitals,,,,,,,Chennai,Ponniammanmedu,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2160951 13.1222839),600099,hospital,hospital,,Kolathur Multi Speciality and Research Centre,,,,,,,Chennai,"Kaveri Nagar, Kolathur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2258076 13.1185),600082,hospital,hospital,,Arul Childs Hospital,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2159086 13.129071),600099,hospital,hospital,,KCK Hospital,,,,,,,Chennai,Ponniammanmedu,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2236309 13.121994),600099,hospital,hospital,,Sugar Hospital,,,,,,,Chennai,"Kolathur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.214109 13.129869),600099,hospital,hospital,,Retteri Kumaran Hospital,,,,,,,Chennai,Kolathur,Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2312849 13.1093369),600082,hospital,hospital,,Government Hospital,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2152624 13.129327),600099,hospital,hospital,,K.H.M. Hospital,,,,,,,Chennai,"Kolathur, Villivakkam",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2404022 13.1131038),600011,hospital,hospital,,Sankar Eye Hospital,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2244516 13.1101477),600082,hospital,hospital,,Niranjana Hospital,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2441515 13.1148422),600039,hospital,hospital,,Parvatham Hospital,,,,,,,Chennai,"Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2192658 13.1263043),600099,hospital,hospital,,U.S. Hospital,,,,,,,Chennai,"Balakumaran Nagar, Kolathur",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2374461 13.1106227),600011,hospital,hospital,,Bharani Hospital,,,,,,,Chennai,"Amrithammal Colony, Perambur, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2606286 13.1183857),,hospital,hospital,,,Nalam marithuvamanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2013389 13.0371216),,hospital,hospital,,K.M. Nursing Home,,,,,,,,,,,,,,,,,,,,,"1/459, 31st St, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600078",044 4353 0015,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1941708 13.0117736),,hospital,hospital,,Military Hospital,,,,,,,,,,,,,,,,,,,,,"Mount Poonamalle High Rd, Seven Wells, St.Thomas Mount, Tamil Nadu 600016",,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2036274 13.0487242),,hospital,hospital,,உழைப்பாளி மருத்துவமனை,Uzhaippali hospital,,,,,,,,,,,,,,,,,,,,Arunachalam St,,,Mo-Sa 09:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.212368 13.026029),,hospital,hospital,,KS Bone and Joint Clinic - Ortho,,,,,,,,,,,,https://www.ksboneandjointortho.in/,,,,,,,,,"B 50, Gangai Amman Koil St, Jawahar Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083",98842 83582,,"Mo-Sa 10:00-13:00, 17:00-21:00; Su 10:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2103124 13.0318828),,hospital,hospital,,Shens Multi-Speciality Hospital,,,,,,,,,,,,https://shens.in/,,,,,,,,,"40, 11th Ave, Mettuppalayam, Ashok Nagar, Chennai, Tamil Nadu 600083",044 2471 5000,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2489789 12.9120483),,hospital,,,Sanjeevani Ayurvedic Hospital,,,,,,,,,,,,,,,,,,,,,Gangai Amman Kovil Street,9500071332,,,1/341,,,,,,,,,Sanjeevani Ayurvedic Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2214698 12.9784544),600042,hospital,hospital,,Prashanth Hospitals,,,,,,,,,,,,https://prashanthhospitals.org,,info@prashanthhospitals.org,,,,Chennai,,,Velachery Main Road,+91 44 2243 9494;+91 44 4680 5544;+91 82962 63415,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1619363 13.0381458),,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2407095 13.0439323),,hospital,hospital,,Geri care hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2014392 13.1266701),,hospital,hospital,,Shreyas hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2126037 13.1180276),600099,hospital,hospital,gynaecology,Women And Children Foundation Hospital,,,,Women And Children Foundation Limited,,,,,,private,,http://www.wcfkolathur.in/,,wcfkolathur@gmail.com,,,,,,,Poompuhar Nagar 1st Main Road,"04425508210, 8939957777, 8939917777",,24/7,1279 B,,,,,,,,,"Gynecology hospital, all things pregnancy related.",,,,,,WCF Hospital Kolathur,,8939957777,,,,,,,,,,,,,,,,,,,
POINT (80.1982422 13.0972767),,hospital,,,Frame of Mind - SCARF Psychiatric Hospital,,,,,,,,,,,,https://www.scarfindia.org/,,info@scarfindia.org; communications@scarfindia.org,,,,,,,"N Main Rd, Kailash Colony, Sector A, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",+919150587361;04426151073; 04426153971,,"Mo, We-Sa 09:30-13:30",R/7a,,,,,,,,,"A mental health centre and nonprofit organization based at Chennai, Tamil Nadu, offering a multidisciplinary, comprehensive range of psychiatric care and rehabilitation services",,,,,,,,,"schizophrenia, psychiatry",,,,,,,,,,,,,,,,,,
POINT (80.2146876 13.040756),600083,hospital,hospital,,Vasantha Memorial Cancer Centre,,,,,,,,,,,,,,,,,,Chennai,,,"35th Street, Opp JFA Showroom, Ashok Nagar",+91 9791048379,,,No. 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2130458 13.084556),,hospital,hospital,,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1797716 13.0856699),,hospital,hospital,,Dr. Vijay's Hospital,,,,,,,,,,,,,,,,,,,2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1697458 13.0868727),,hospital,,,SMF,Sundaram Medical Foundation Dr. Rangarajan Memorial Hospital,,,,,,,,,,,,,,,,,,,,1st Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2513405 12.9569147),,hospital,hospital,,Jananam fertility centre,,,,,,,,,,,,,,,,,,,,,"Kazura Garden, 1st Street",,,,22/10 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2233736 12.8705153),,hospital,hospital,,Dental College & Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,https://college4u.in/wp-content/uploads/2017/04/SAT.jpg,,,,,,,,,,,,,,,,,
POINT (80.2631177 13.081276),,hospital,hospital,,"Commissioner of Police office, Greater chennai Police",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2588062 13.0920988),,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2013573 12.9831959),600088,hospital,hospital,dermatovenereology,Dr Bala's Skin clinic,,,,Dr Balakumatan,,,chennai,,,private,,,,,,,,chennai,,,Vanalar Street,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1871116 12.9809491),,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2157688 13.1363242),,hospital,hospital,,Meridian Hospitals,,,,,,,,,,,,,,,,,,,2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2377389 13.1396018),,hospital,hospital,,St Anthony's Hospital,,,,,,,,,,,,,,,,,,,2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2400853 13.1002212),,hospital,,,Vadivelu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2504829 13.0064894),,hospital,hospital,,Iswarya Fertility Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2343492 12.9810842),,hospital,,,Good Shepard hospital,,,,,,,,,,,,,,,,,,,,,Taramani Link Road,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2661437 13.2035123),600103,hospital,hospital,orthopaedics;dermatology;haematology;emergency;dental_oral_maxillo_facial_surgery;surgery;gastroenterology;urology;neurology;paediatrics;gynaecology;physiotherapy;radiology;pathology;dialysis;plastic_surgery;nephrology;allergology;infectious_diseases;inte,RMS Ropheka Multi Speciality Hospitals,,,,,,,Avadi,,,,,https://www.rophekahospitals.in,,info@rophekahospitals.in,,,,Chennai,,,Vichoor - Echanguli Road,,yes,24/7,16,,,yes,,,,,,,,,yes,yes,,,,,,,+919570017001,yes,yes,,,,,,,,,,,,,,
POINT (80.1832531 13.0275517),600089,hospital,,,Palaniappa Hospital,,,,,,,,,,,,,,,,,,,,,Valluvar Salai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2033854 12.9316216),,hospital,,,Deepam Medfirst Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOLYGON (((80.2639994 13.0533552, 80.2641367 13.0537649, 80.2652268 13.0536646, 80.2651409 13.052887, 80.2639651 13.0529957, 80.2639994 13.0533552)), ((80.264564 13.0551626, 80.264628 13.0554575, 80.2658877 13.0553786, 80.2657074 13.054208, 80.2654981 13.054201, 80.2654671 13.0538402, 80.2646088 13.0539238, 80.2646345 13.0542415, 80.2645469 13.0542494, 80.2645496 13.0547329, 80.2644809 13.0547671, 80.264564 13.0551626)))",600014,hospital,hospital,,Royapettah Government Hospital,,,,,Q14956845,en:Government Royapettah Hospital,Chennai,"Royapettah Police Station, Royapettah, Ammaiappan Lane",Tamil Nadu,,,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon
"POLYGON ((80.2788347 13.0799587, 80.2764642 13.0797927, 80.2761253 13.07981, 80.2759068 13.0798355, 80.2759178 13.0799018, 80.2758597 13.0799127, 80.2757167 13.0799395, 80.2756832 13.0799458, 80.2755195 13.0799558, 80.2754546 13.0799752, 80.275328 13.081213, 80.2753964 13.0813463, 80.2755452 13.0814678, 80.276002 13.0815346, 80.2763168 13.0816816, 80.2780073 13.0818852, 80.2781363 13.0819126, 80.2791442 13.0820017, 80.2791987 13.0814117, 80.2793287 13.0800024, 80.2788347 13.0799587))",600003,hospital,hospital,,Rajiv Gandhi Government General Hospital,,Q4593,ராஜீவ் காந்தி அரசு பொது மருத்துவமனை,,Q5588842,"en:Government General Hospital, Chennai",Chennai,"General Hospital Road, Central Railway Station, Park Town",Tamil Nadu,government,OpenGovernmentData,https://www.mmc.tn.gov.in/,,dchsub@yahoo.co.in,,,Chennai Zone Xi,,,"Category:Government General Hospital, Chennai",,,,24/7,,,,,,,,,,,,04425305711;04425305000,,,,,,,,,,,,9436120190,राजीव गाँधी सरकार जनरल अस्पताल,രാജീവ് ഗാന്ധി സർക്കാർ ജനറൽ ആശുപത്രി,,,,,,,,,,,
